title,summary,published,arxiv_url,pdf_url
ツインマルチクラスサポートベクターマシンのためのソリューションのパスアルゴリズム,ツインサポートベクターマシンとその拡張機能は、このようなモデルの選択と素早くマルチ分類問題を解決するなど、いくつかの困難に直面している、しかし、バイナリ分類問題に対処する上で大きな成果をあげてきました。本論文では、ツインマルチクラスサポートベクトルマシンの高速正則化パラメータの調整アルゴリズムに専念しています。新たなサンプルデータセットの分割方法を採用しており、ラグランジュ乗数は、線形方程式およびブロック行列理論を組み合わせることにより、正則化パラメータに対して線形区分的であることが証明されています。イベントの8種類が開始イベントを求めるように定義され、次いで溶液パスアルゴリズムを大幅に計算コストを低減する、設計されています。加えて、唯一のいくつかのポイントは、初期化を完了するために結合され、ラグランジュ乗数は、正則化パラメータが無限大になる傾向があるように1であることが証明されています。 UCIデータセットに基づいたシミュレーション結果は、提案した方法は、一定のレベルに指数関数的レベルからグリッドサーチ法の計算コストを削減するとの良好な分類性能を達成できることを示しています。,2020-05-30T14:05:46Z,http://arxiv.org/abs/2006.00276v1,http://arxiv.org/pdf/2006.00276v1
非侵入型負荷監視のための双方向拡張型残留ネットワーク上のポイント学習ベースのシーケンス,（NILM）を監視する非侵入型負荷またはエネルギー脱凝集（ED）は、家全体の総電力の読みから対応機器の電力読み取りを分解してエネルギーを節約しようとしています。それは識別不能であるので、それはシングルチャンネルブラインド音源分離問題（SCBSS）と困難な予測問題です。深い学習がNILM問題の人気の高まりとなっていることを最近の研究が示します。負荷の特徴を抽出するニューラルネットワークの能力は密接にその深さに関係しています。しかし、深いニューラルネットワークはので、勾配を爆発勾配とネットワークの性能低下を消失の訓練することは困難です。これらの問題を解決するために、我々はNILMのために畳み込み拡張し、双方向（非カジュアル）に基づく点学習の枠組みへのシーケンスを提案します。より説得力にするために、我々は直接Seq2point（張）、技術の方法の状態で私たちの方法を比較し、2つの同じデータセットおよびメトリックを介して間接的に既存のアルゴリズムとの比較します。 REDDと英国-DALEデータセットに基づいた実験は、我々の提案されたアプローチは、すべてのアプライアンスで既存のアプローチよりもはるかに優れていることを示しています。,2020-05-30T12:31:09Z,http://arxiv.org/abs/2006.00250v1,http://arxiv.org/pdf/2006.00250v1
一般化ランダムフーリエ変換は一般化対策を経由しています,我々は（PD）は、通常、固定及び正定値の両方であるとカーネル関数を必要とすること、ランダムフーリエ特徴一般化、非定常のより一般的な範囲及び/又は非PDカーネル、例えば、単位球面上のカーネル積ドットと正定値カーネルの線形結合。具体的には、二層ReLUネットワーク、典型的なドット積カーネル、中の神経接線カーネルの人気がシフト不変しかし、我々は$ \ ell_2 $ -normalizedデータを考慮すれば、正定値ではないことがわかります。署名された尺度を導入することにより、我々は、すなわち、ボレル測度有限の特定の確率分布を、それらを関連付けることによって、上記カーネルを覆う一般的なフレームワークを提案します。このように、我々は、これらのカーネルの公平な推定値を得るために、第1のランダム機能のアルゴリズムを提供することが可能です。いくつかのベンチマークデータセットの実験では、既存の方法に比べて、当社のアルゴリズムの有効性を検証します。最後になりましたが、私たちの仕事は、長期的な未解決の問題を解決するために、また、計算上実施可能である必要十分条件、提供：任意の不定が正の分解を持っているカーネルありませんか？,2020-05-30T12:10:35Z,http://arxiv.org/abs/2006.00247v1,http://arxiv.org/pdf/2006.00247v1
デュアルブランチ深い学習による土地被覆分類のためのグローバルな情報,人間の仕事を低減するように、それはインテリジェントに一つの巨大なリモートセンシング画像で物事を識別することができますので、土地被覆分類は、リモートセンシングの中で重要な役割を果たしてきました。しかしながら、分類方法の多くは、画素の特徴またはそれらの方法の分類精度と普遍性を制限するリモートセンシング画像の限られた空間的な特徴に基づいて設計されています。本稿では、リモートセンシング画像の情報、すなわち、地理緯度経度情報に取るための新規な方法を提案しました。また、デュアルチャネル畳み込みニューラルネットワーク（CNN）の分類方法は、同時にグローバルな情報と組み合わせて画像の鉱山画素機能するように設計されています。まず、CNNの1 demensionalネットワークは、リモートセンシング画像の抽出画素情報に設計されており、完全接続ネットワーク（FCN）は、緯度・経度の特徴を抽出するために使用されます。次いで、2つのニューラルネットワークのその機能は、リモートセンシング画像分類を実現する別の完全ニューラルネットワークによって融合されます。最後に、ハイパースペクトル画像（HSI）および偏波合成開口レーダー（PolSAR）を含むリモートセンシングの二種類が、本手法の有効性を検証するために使用されます。提案された方法の結果は、従来のシングルチャネル畳み込みニューラルネットワークよりも優れています。,2020-05-30T10:00:10Z,http://arxiv.org/abs/2006.00234v1,http://arxiv.org/pdf/2006.00234v1
ユーザーの注意を予測するために、マウスの動きの効率的な表現を学びます,トラッキングマウスカーソルの動きがのSERPsのような異種のページレイアウトでユーザーの注意を予測するために使用することができます。これまでのところ、以前の仕事は、多くの場合、ドメインの専門知識を必要とする時間のかかるアプローチである、手作りの機能に大きく依存しています。私たちは、ビルドに、時系列、ヒートマップ、および軌道ベースのイメージを含む、マウスカーソルの動きの異なる表現を、調査し、そのようなSERP広告として直接ディスプレイにユーザーの注目を予測することができ、再発および畳み込みニューラルネットワークの両方を対比します。私たちのモデルは、生のマウスカーソルのデータ上で訓練を受け、競争力のあるパフォーマンスを実現しています。我々は、彼らが再ランク付けおよび評価のための貴重な暗黙のフィードバック信号を提供することができますので、ニューラルネットワークモデルは、マウスカーソルの動きを伴う下流のタスクのために採用されるべきであると結論付けています。,2020-05-30T09:52:26Z,http://arxiv.org/abs/2006.01644v1,http://arxiv.org/pdf/2006.01644v1
MM-KTD：強化学習のための複数のモデルカルマン時間的違い,インテリジェントなアプローチは環境とスマートエージェントの相互作用から直接、最適な制御ポリシーを習得するなど、高度な強化学習（RL）システムの開発に関心の増加サージがありました。目的：連続状態空間を有するモデルフリーRL法では、典型的には、状態の価値関数を近似する必要があります。この点で、深いニューラルネットワーク（DNNS）サンプル遷移を用いて価値関数を近似するための魅力的モデリングの機構を提供します。 DNNベースのソリューションは、しかし、パラメータの選択に高感度に苦しむオーバーフィッティングする傾向があり、かつ効率的に非常にサンプルではありません。カルマンフィルタベースの方法論が、一方、効率的な代替として使用することができます。そのようなアプローチは、しかしながら、一般に効率的に実行するために（このようなノイズの統計など）システムに関する事前情報を必要とします。本論文の主な目的は、この問題に対処することです。方法は：上記の問題に対策として、本論文では、革新的な複数のモデルカルマン時間的差異観察状態と報酬を使用してフィルタのパラメータを適応させる（MM-KTD）フレームワークを提案します。また、能動学習方法は、システムのサンプリング効率を高めることが提案されています。具体的には、価値関数の推定の不確実性は、全体的な学習サンプルの効率を向上させるため、以下、特定の値に複数の訪問につながる行動方針を形成するために利用されます。結果として、提案されたMM-KTDフレームワークはDNNベースの対応物と比較して、試料の有意に減少数との最適なポリシーを知ることができます。結果：提案MM-KTDフレームワークのパフォーマンスを評価するために、我々は3つのRLベンチマークに基づいて実験を包括的に行ってきました。実験結果は、その最先端のカウンターパートと比較してMM-KTDの枠組みの優位性を示しています。,2020-05-30T06:39:55Z,http://arxiv.org/abs/2006.00195v1,http://arxiv.org/pdf/2006.00195v1
スペクトラム・復興のための分析式,私たちは、スペクトルの再構成技術を研究しています。すべてに知られているように、固有値は、多くの研究分野で重要な役割を果たしていると、このようなPCA（主成分分析）のような多くの実用的な技術への基盤です。私たちは、関連するアルゴリズムは、より正確なスペクトル推定をよりよく行うべきであると信じています。提案した近似式がありました、しかし、彼らはすべての証拠を与えていません。式が機能する理由を私たちの研究では、表示されます。そして、機能や無限大に宇宙に行くの次元の両方の数が、我々はスペースと機能の数の次元の-the比を$ C定数の$に関連している近似式、エラーのための順序を見つけたとき。,2020-05-30T02:42:45Z,http://arxiv.org/abs/2006.00152v1,http://arxiv.org/pdf/2006.00152v1
パワーイテレーションを経てグラフニューラルネットワークでメッセージパッシングを理解します,グラフニューラルネットワーク（GNNs）のメッセージパッシングのメカニズムは、まだ文献ための神秘的です。誰もが、我々の知る限り、畳み込みニューラルネットワークから離れGNNsのために別の可能な理論的な起源を与えられていません。やや驚いたことに、メッセージパッシングは最高のべき乗法の観点から理解することができます。活性化関数とGNNsの層の重みを除去することにより、我々は当然解釈及びスケーラブルであるべき乗法クラスタリング（SPIC）モデルを提案します。実験は、私たちのモデルは既存のGNNsを拡張し、ランダムな機能を備えたネットワークの処理能力を高めることを示しています。また、我々は、設計のいくつかの最先端のGNNsの冗長性を実証し、ランダムにメッセージパッシングのアグリゲータを初期化することによって、モデル評価の下限を規定します。この論文のすべての所見は、ニューラルネットワークの我々の理解の限界を押してください。,2020-05-30T01:44:34Z,http://arxiv.org/abs/2006.00144v2,http://arxiv.org/pdf/2006.00144v2
機械学習基金カテゴリ化,金融投資の多様化として、（上場投資信託（ETFの）を含む）ミューチュアル・ファンドの人気が急増考えると、様々な投資運用会社と多様化戦略から投資信託の広大な様々な市場で利用できるようになりました。投資信託のような広い風景の中で同様のミューチュアルファンドを特定することはので販売およびマーケティングのポートフォリオ複製、ポートフォリオの多様化と税務上の損失の収穫に至るまで、多くのアプリケーションでこれまで以上に重要になってきています。現在の最良の方法は、通常、利用可能なデータの助けを借りて、人間の専門家によるキュレーションに依存しているデータ・ベンダー提供の分類です。本研究では、業界全体定評の分類システムは、機械学習と大部分が再現可能なを使用して学習可能である、と順番に真にデータ駆動型の分類を構築することを規定しています。我々は、この人工システム、我々の結果とその意味を学ぶことに知的な課題を議論します。,2020-05-29T23:26:14Z,http://arxiv.org/abs/2006.00123v1,http://arxiv.org/pdf/2006.00123v1
教師付き学習方法の使用により、共同信号検出とローカライズ作業に最適オブザーバーを近似,医用イメージング・システムは、一般に画質（IQ）の客観的尺度の使用によって評価し、最適化されています。 IOは、すべての観察者のうち上位性能限界を設定するための理想的なオブザーバー（IO）の性能は、撮像システムを評価し、最適化する際に使用するための性能指数を提供するために提唱されています。関節信号検出及び局在化のタスクを考慮すると定位受信者動作特性（LROC）曲線によって特徴付けられるように、修飾された一般化尤度比検定を用いたIOは、観察者のパフォーマンスを最大化します。尤度比の計算は、ほとんどの場合、解析的に扱いにくいです。したがって、サンプリングベースの方法を用いるマルコフ連鎖モンテカルロ（MCMC）技術は、尤度比を近似するために開発されていること。しかし、MCMC法の用途は、比較的単純なオブジェクトモデルに限られていました。畳み込みニューラルネットワークを採用する教師付き学習ベースの方法は、最近のバイナリ信号検出タスクのためのIOを近似するために開発されています。この論文では、関節信号検出及び局在化タスクのためにIOを近似する教師あり学習に基づく方法の能力が検討されています。両方の背景既知の正確かつ背景既知の統計的信号検出及び局在化のタスクが考慮されます。考えオブジェクトモデルはラプラスノイズ、ガウスノイズ、および混合ポアソンガウス雑音を含む塊状のオブジェクトモデルとクラスタ化塊状モデルと考え測定ノイズモデルを含みます。教師あり学習に基づく方法により製造LROC曲線は、MCMC法または分析計算可能に産生されるものと比較されます。撮像システムの性能を最適化するためのIQの客観的尺度を計算するための提案された方法の潜在的な有用性が検討されています。,2020-05-29T22:53:45Z,http://arxiv.org/abs/2006.00112v1,http://arxiv.org/pdf/2006.00112v1
OT-フロー：高速かつ正確な連続正規化は、最適な輸送を経てフロー,正規化フローは、任意の確率分布と標準正規分布との間の可逆マッピングです。それは密度推定と統計的推論のために使用することができます。流量を計算する変数式の変化に追従し、したがって、マッピングの可逆性とそのヤコビの行列式を計算する効率的な方法を必要とします。これらの要件を満たすために、正規化は、典型的には、慎重に選択されたコンポーネントで構成されて流れます。連続的な正規化（のCNF）を流れる神経常微分方程式（ODE）を解くことによって得られるマッピングです。可逆性を確保しながら、神経ODEのダイナミクスは、ほぼ任意に選択することができます。また、流れのヤコビアンのログ-決定は、流れに沿ってダイナミクスヤコビアンのトレースを統合することによって得ることができます。当社は、OT-フローアプローチタックルにCNFのより広範な使用を制限する2つの重要な計算の課題を提案しました。まず、OT-フローは、CNFを正則との統合が容易なストレートの軌道を強制する最適なトランスポート（OT）理論を活用しています。第二に、OT-フローは、時間の複雑さと正確なトレース計算を備え、既存のCNFで使用される推定量を追跡するために等しいです。 5高次元密度推定および生成的モデル化作業、最先端のCNFに競合OT-フロー実行平均トレーニング時間の17X高速化と推論における28X高速化と重みの数の4分の1を必要としながら、オン。,2020-05-29T22:31:10Z,http://arxiv.org/abs/2006.00104v1,http://arxiv.org/pdf/2006.00104v1
InfiniteWalk：非直線性とラプラス、組み込み環境としてディープ・ネットワーク、組み込み環境,ワード埋め込みを学習するためのスキップグラムモデル（Mikolovら、2013）が広く普及しており、DeepWalk（Perozziら。2014）、他の方法の中で、ネットワークからのノードの表現を学習するためにモデルを拡張しました。秋らの最近の研究。 （2018）は、小さなデータセットのサンプリングと精度を向上させるための必要性をなくす、対物DeepWalkための閉形式を提供します。これらの方法では、単語やノードが同時発生していると考えられるその中「ウィンドウサイズ」Tキーハイパーパラメータです。 Tは私たちが秋らの表現を簡素化することができます無限大に行くように私たちは限界に目的を学びます。これは、グラフラプラシアンの擬似逆の単純な変換を因数分解スペクトルグラフの埋込みに大規模な先行研究にDeepWalkをリンクに客観的対応を制限することを証明しています。さらに、我々はこの擬似逆に、単純な非線形項目別変換を適用することにより、我々はDeepWalkとマルチラベル分類における他のスキップグラム法からのものと競合している有限-T目的と埋め込みの良い近似を回復することを示しています。驚くべきことに、我々は、ラプラス逆行列のも、単純なバイナリしきい値は、最近の方法のコア進歩は、古典的なスペクトル埋め込みアプローチの上に非線形性であることを示唆し、多くの場合、競争力があることがわかります。,2020-05-29T21:50:01Z,http://arxiv.org/abs/2006.00094v1,http://arxiv.org/pdf/2006.00094v1
グラフベースのキャリブレーション転送,すなわち、二次計器への一次校正転送（CT）からキャリブレーションを移すの問題は、過去数十年にわたってケモメトリックスにかなりの研究の問題となっています。適切な転送規格が利用可能である場合（区分）直接標準化のような現在の最先端の（SOA）方法は良好に機能します。しかし、安定した校正標準校正サンプルが常に利用可能ではないと同様のシェア（スペクトル）が備えていること。任意の較正標準とCTを可能に向かって、我々は客観部分最小二乗（PLS）のマニホールド正則化を用いた新規なCT技術を提案します。特に、我々の方法の強制プライマリおよびセカンダリ計器で測定較正標準は、一次カリブレーションモデルの潜在変数空間内の（ほぼ）不変の突起を有すること。これにより、我々のアプローチは、暗黙的に採用し、明示的な入力データの前処理が最も最先端の技術とは対照的であるXの予測方向の装置間変動を除去します。我々は、機器の標準化のためのNBSガラス標準スペクトルを採用し、よく知られているトウモロコシのベンチマークデータセットに我々のアプローチをテストし、現在のSOA方法と結果を比較します。,2020-05-29T21:30:37Z,http://arxiv.org/abs/2006.00089v1,http://arxiv.org/pdf/2006.00089v1
協調学習のためのメタクラスタリング,学習シナリオの新興数は、彼らの学習の性能を向上させるために互いに協力することでユニークなデータセットおよびアルゴリズムを搭載した学習者/アナリストそれぞれのセットを伴います。特定の学習者の視点から、タスク無関係な他の学習者との不注意なコラボレーションが負担するモデル化誤差による可能性が高いです。重要な問題は、彼らのデータとモデリングのリソースを効率的に活用できるように、最も適切な協力者を検索するためです。これによって動機づけ、我々は目標がコラボレーション、個々の学習者のパフォーマンスが向上します関連学習者のサブセットを識別することである `メタクラスタリング」の問題を検討することを提案します。特に、我々は、各学習者が教師回帰を実行されるシナリオを検討し、目的をクラスタリングメタは（応答と予測変数間の）基礎となる教師関係の代わりに、生のデータを分類します。私たちは、このようなAのクラスタリングを実行するための選択・交換・クラスタ（SEC）として指定された一般方法を提案します。それは彼らの生のデータを交換するために、各学習者を必要としないよう私たちの方法は、計算上効率的です。私たちは、SECの法が正確に彼らの基本的な回帰関数に応じて適切なコラボレーションセットに学習者をクラスタ化できることを証明します。合成と実際のデータとしては、学習のさまざまなタスクに所望の性能およびSECの幅広い適用性を示しています。,2020-05-29T21:11:59Z,http://arxiv.org/abs/2006.00082v1,http://arxiv.org/pdf/2006.00082v1
CLARITY  - 非類似性を利用して異種のデータを比較すると、,データはしばしば意味、規模、および信頼性の質的に異なるため、さまざまな分野からのデータセットを統合することは困難です。 2つのデータセットが同じエンティティを記述する場合、多くの科学的な質問は、エンティティ間の類似点が保存されているかどうかを周りの言うこともできます。私たちの方法、CLARITYは、その解釈にデータセット、矛盾が生じ識別、およびエイズ間の一貫性を定量化します。遺伝子メチル化遺伝子発現、ワード使用VS言語音の進化、および国レベルの文化的信念対経済メトリクス対：私たちは3つの多様な比較を探ります。ノンパラメトリックアプローチは、騒音やスケーリングの違いに堅牢であり、データが生成されたかについての唯一の弱い仮定を行います。 「クラスタリングコンポーネントと類似し、下にある `の関係」`構造をこれらの構造の間に：これは、2つの成分に類似性を分解することによって動作します。これは `構造からその予測を使用して、2つの類似性行列間の`の構造的比較を可能にします。ソフトウェア、CLARITYは、https://github.com/danjlawson/CLARITYからRパッケージとして提供されています。,2020-05-29T20:56:32Z,http://arxiv.org/abs/2006.00077v1,http://arxiv.org/pdf/2006.00077v1
機械学習アプリケーションのための準正規直交エンコーディング,ほとんどの機械学習モデル、特に人工ニューラルネットワークは、数値、カテゴリではないデータを必要とします。私たちは、簡単に、共通の符号化方式の長所と短所を説明します。例えば、ワンホット符号化は、一般的に、多くの関連するカテゴリ（例えば、単語）との属性のいくつかの無関係なカテゴリワード埋め込みと属性のために使用されます。どちらも、このような医療用途における診断コードなどの多くの無関係なカテゴリと属性を符号化するために適していません。診断コードのワンホットエンコーディングの適用は、例えば、低サンプルサイズの問題に非常に高い次元につながるか、人為的に成果物を機械学習、ではないに言及必要なコンピューティングリソースの爆発を誘発することができます。準直交符号（QOE）ギャップを埋めます。私たちは、簡単にQOEはワンホットエンコーディングとの比較方法を示しています。私たちは、このようなTensorflowとPyTorchとMNISTの手書きサンプルにQOEのデモンストレーションとして人気のMLのライブラリを使用してQOEを実装する方法のコード例を提供します。,2020-05-29T19:07:38Z,http://arxiv.org/abs/2006.00038v1,http://arxiv.org/pdf/2006.00038v1
次第に成長AmbientGANsを使用して医療用画像測定値から確率論的オブジェクトモデルを学習します,医療用イメージングシステム及び再構成アルゴリズムを評価し、特定の診断タスクに観察者の性能を定量化画質の客観的尺度を使用することによって最適化されるべきであることが提唱されています。大幅にオブザーバー性能を制限することができ変動の一つの重要な供給源は、オブジェクトの変動には、イメージ化することです。可変のこのソースは、確率論的オブジェクトモデル（のSOM）によって記述することができます。 SOMは、所定の統計的特性とに被撮像物体の集合を確立するために使用することができる生成モデルです。正確にモデル解剖学的構造の変化とオブジェクトのテクスチャのためには、十分に特徴付けられた撮像システムを用いて取得された実験的撮像測定からのSOMを確立することが望ましいです。そのような生成的敵対ネットワーク（ガンズ）としてディープ生成的ニューラルネットワークは、このタスクのための大きな可能性を保持します。しかしながら、従来のガンスは、典型的には、測定ノイズおよび再構成プロセスの効果によって影響される再構成画像を用いて訓練されます。これを回避するために、AmbientGAN測定オペレータとオーグメントGANことが提案されています。しかし、元AmbientGANはすぐに現実的なサイズの医用画像データに適用する能力を制限され、このように成長プログレッシブとして、近代的なトレーニング方法の恩恵を受けることができませんでした。これを回避するために、この作業では、新しいプログレッシブ成長AmbientGAN（ProAmGAN）戦略は、医用撮像測定からのSOMを確立するために開発されています。一般的な医用イメージングモダリティに対応する定型化された数値研究は実証しのSOMを確立するための提案された方法を検証するために行われます。,2020-05-29T18:45:37Z,http://arxiv.org/abs/2006.00033v1,http://arxiv.org/pdf/2006.00033v1
差分プライバシー分解性劣モジュラ最大化,私たちは、分解劣モジュラ関数の差分プライバシー制約の最大化の問題を研究します。それは劣モジュラ関数の和の形をとる場合劣モジュラ関数が分解されます。モノトーンを最大の特別な場合は、カーディナリティー制約の下で分解劣モジュラ関数は、コンビナトリアル公共事業（CPP）問題として知られている[Papadimitriouら、2008]。グプタらの前の仕事。 [2010] CPPの問題のための差分プライバシーアルゴリズムを与えました。我々は競争力のユーティリティの保証で、一般的マトロイド制約の下で単調かつ非単調分解劣モジュラ最大化の両方のための差分プライバシーアルゴリズムを設計することによって、この作品を拡張します。私たちは、劣モジュラ最大化の一般的なケースのための差分プライバシーアルゴリズムの上に改善し、非プライベートアルゴリズムの性能に近い経験的なパフォーマンスを実証する実験で、私たちの理論的限界を補完します。,2020-05-29T17:59:46Z,http://arxiv.org/abs/2005.14717v1,http://arxiv.org/pdf/2005.14717v1
ダイナミック学習ツーランクの制御公正とバイアス,ランキングは、多くのオンラインプラットフォームは、アイテムにユーザーを一致するための主要インタフェース（例えばニュース、製品、音楽、ビデオ）です。これら両面の市場では、だけでなく、ユーザーがランキングからユーティリティを描くが、ランキングは、アイテムプロバイダ（例えば、出版社、売り手、アーティスト、スタジオ）用ユーティリティ（例えば露出、収入）を決定します。すでに事実上すべての学習ツーランクアルゴリズムによって行われるようmyopically、ユーザーへの有用性を最適化するアイテム・プロバイダーに不公平であってもよいことに留意されています。私たちは、そのため、明示的項目（同じ出版社によって例えば記事、同じアーティストの曲）のグループにメリットベースの公平性保証を実施するための学習ツーランクアプローチを提示します。同時に、暗黙的なフィードバックデータからランキング関数を学習しながら、特に、我々は、償却グループ公平性の性を保証する概念という学習アルゴリズムを提案します。アルゴリズムは、より多くのデータが利用可能になるように動的の両方を適応さ、公平性と有用性の両方について、公正な推定を統合コントローラの形をとります。その厳格な理論的基礎と収束の保証に加えて、我々は、このアルゴリズムは非常に実用的かつ堅牢であることを経験的に見つけます。,2020-05-29T17:57:56Z,http://arxiv.org/abs/2005.14713v1,http://arxiv.org/pdf/2005.14713v1
確率的累積的制約のオンラインDR-劣モジュラ最大化,本稿では、線形確率的、長期的な制約のあるオンライン連続DR-劣モジュラ最大化を検討してください。オンライン劣モジュラ最大化の前の仕事に比べて、私たちの設定がi.i.d.ある確率的線形制約関数の余分な合併症を紹介します各ラウンドで生成されました。 T \で\ {1、\ドット、T \} $、DR-劣モジュラ効用関数$ F_T（\ CDOT）$制約ベクトル$ P_Tの$、i.i.d.ステップ$で、正確には平均$ pが$で、未知の分布から生成され、$ X_Tアクション$にコミットした後明らかにし、我々は全体の効用を最大化することを目指しているしばらく期待累積リソース消費量$ \ sum_ {T = 1} ^ T \ langle P、X_T \ rangle $は、固定予算$ B_T $下回っています。確率的、長期的な制約が限られた予算がある場合のアプリケーションで自然に発生するか、利用可能なリソースと各ステップでのリソース消費が確率的に時間的に変化する環境に支配されます。私たちは、オンラインの問題のこのクラスを解決するためにオンラインラグランジュフランク・ウォルフ（OLFW）アルゴリズムを提案します。我々はOLFWアルゴリズムの性能を分析し、我々が期待して、高確率で両方のサブ線形累積制約違反の境界ならびにサブリニア後悔の境界を得ます。,2020-05-29T17:55:42Z,http://arxiv.org/abs/2005.14708v1,http://arxiv.org/pdf/2005.14708v1
コンテキストに依存しない合成データから学びます,私たちは、それぞれのクラスの唯一の例を与えられたトレーニングデータを合成するための新しいアプローチを提示します。むしろ例の大きいが、固定データセットをオーバー学ぶよりも、我々は提供のみ合成例を使用して私達の全体のトレーニングセットを生成します。目標は、あらゆる現実世界のデータに事前訓練や微調整することなく、非合成ドメインに一般化することを分類器を学習することです。私たちは、現実世界の画像分類のための2つの標準的なベンチマークのためのニューラルネットワークを訓練することによって我々のアプローチを評価：GTSRB交通標識認識のベンチマークでは、我々は空白の背景上の各記号の唯一のクリーンな例を用いて96％の試験精度を実現します。 MNIST手書きの数字ベンチマークに、我々は、フォントから採取した各桁の単一の例を使用して、90％の試験精度を達成します。大幅に少ないデータを使用しながら、これらの両方の結果は、いくつかのショット学習とドメイン転送文献から最先端の結果と競争しています。,2020-05-29T17:53:25Z,http://arxiv.org/abs/2005.14707v1,http://arxiv.org/pdf/2005.14707v1
DIGIT：A新しいデザインに手​​操作への応用低コストコンパクトな高解像度触覚センサ用,研究の数十年にもかかわらず、一般的な目的で、手の操作は、ロボット工学の未解決な課題の一つです。正確環境との相互作用を制御することが重要である接触力についてのセンシングと推論 - 現在のロボット操作システムを制限する要因の一つは、正確にセンシング接触力の難しさです。優れたロボット操作を可能にする第一歩として、我々はDIGIT、中に手操作に向け、安価でコンパクト、高解像度触覚センサをご紹介します。数字は、いくつかの設計改善容易、より再現製造工程においてその結果、および信頼性の向上を提供することにより、多指、手に装着するフォームファクタを小型化することにより、過去のビジョンベースの触覚センサを改善します。我々は、多指ロボットハンドで手ガラス玉を操作するために、深いニューラルネットワークモデルベースのコントローラを訓練することによってDIGITセンサーの能力を発揮します。信頼性が高く、低コストの触覚センサのロボットコミュニティアクセスを提供するために、我々のオープンソースhttps://digit.ml/でDIGITデザイン。,2020-05-29T17:07:54Z,http://arxiv.org/abs/2005.14679v1,http://arxiv.org/pdf/2005.14679v1
アンサンブルとシナリオの低減のためのエネルギー距離,シナリオ低減技術は広く、特にエネルギーとパワーシステムでは、洗練されたダイナミックかつ確率的プログラムを解決するために適用されます。我々は、最大の平均不一致（MMD）の特別な場合であるエネルギーの距離に基づいて、アンサンブル離散シナリオ低減のための新しい方法を提案します。我々は、特に、シナリオの削減文学を支配している人気のワッサースタインの距離と比較して、詳細にエネルギー距離の選択肢を議論します。エネルギーの距離は、任意の多変量分布や独立性の平等のための強力なテストを可能確率測度の間のメトリックです。後者のおかげで、それアンサンブルとシナリオの削減問題に適した候補者へ。理論的な特性と考え例は、低減シナリオセットがワッサー距離に対する対応する減少よりもエネルギー距離に対してより良好な統計的特性を傾向があることを明確に示しています。私たちは、電力需要のプロファイル用のバイナリツリーへの応用や、実際のデータに基づく例を示しています。,2020-05-29T16:52:23Z,http://arxiv.org/abs/2005.14670v1,http://arxiv.org/pdf/2005.14670v1
ラベル希少性の存在下で、ビットコインのblockchainにマネーロンダリングを検出するための方法を機械学習,毎年、数十億ドルの樋犯罪者は、無数の人々や経済を傷つける深刻な重罪（例えば、テロリズム、麻薬密輸、または人身売買）から取得しました。 Cryptocurrenciesは、具体的には、マネーロンダリング活動のための避難所として発展してきました。機械学習は、これらの不正パターンを検出するために使用することができます。しかし、ラベルは、伝統的な教師アルゴリズムが適用できないように不足しています。ここでは、ラベルへの最小限のアクセスを想定したマネーロンダリングの検出に対応しています。まず、教師なし異常検出方法を使用して、既存の最先端のソリューションは、実際のビットコイン取引データセット内の不正パターンを検出するには不十分であることを示しています。その後、我々は我々の提案したアクティブラーニングソリューションは、ラベルのわずか5 \％を使用して、完全に教師のベースラインのパフォーマンスを一致させることが可能であることを示しています。このソリューションは、模倣ラベルの限られた数は、専門家による手動のアノテーションを通じて取得することができる典型的な現実の状況を。,2020-05-29T15:52:48Z,http://arxiv.org/abs/2005.14635v1,http://arxiv.org/pdf/2005.14635v1
物理学、情報に基づいたニューラルネットワークベースでのモデリングシステムダイナミクスラグランジュ力学,正確な動的なモデルを識別することは、様々な技術システムのシミュレーションおよび制御のために必要です。多くの重要な実際のアプリケーションでは、しかし、二つの主要なモデリングは、多くの場合、満たす要件に失敗アプローチ：データ駆動型モデリングは高い分散を有する傾向にあるのに対し、第一原理法は、高バイアスに苦しみます。また、純粋にデータベースのモデルは、多くの場合、大量のデータを必要とし、しばしば解釈が困難です。本論文では、現在の物理学 - 通知の神経常微分方程式（PINODE）、コンバイン2つのモデリング技術は、上述の問題を克服することにハイブリッドモデル。この新しいアプローチは、直接深いニューラルネットワーク構造にラグランジュ力学からの動き、元の方程式が組み込まれています。 E  - このように、我々はそれが利用可能と使用関数近似である前に物理学の知識を統合することができます。グラム、ニューラルネットワーク - 。それはないです。この方法は、大きな不確実性と現実世界の物理的なシステムの順方向モデルでテストされています。物理的妥当性を確保しつつ、得られたモデルは、正確なデータ効率です。これにより、我々は有益実際のデータとの物理的な洞察をマージする方法を示しています。我々の調査結果は、機械システムのモデルベース制御とシステム同定のために重要です。,2020-05-29T15:10:43Z,http://arxiv.org/abs/2005.14617v1,http://arxiv.org/pdf/2005.14617v1
